case_id,customer_id,transaction_id,order_id,scenario,label_abusive,chargeback_reason,claim_description,disputed_amount,currency,payment_method,payment_status,product_category,quantity,shipping_city,billing_city,order_ts,shipped_ts,delivered_ts,claim_ts,claim_delay_days,account_age_days,previous_orders,previous_chargebacks,previous_returns,previous_failed_payments,avg_order_value,delivery_status,delivery_confirmation,has_tracking,days_to_deliver,device_seen_before,device_shared_accounts,ip_geo_distance_km,txns_last_24h,shipping_billing_match,split
CB-18275,CUST-08229-1,TXN-28275,ORD-38275,lost_package,0,product_not_received,The order shows delivered but nothing arrived at my address.,15020.93,INR,upi,captured,books,1,Delhi,Delhi,2026-06-13T00:02:22,2026-06-15T01:41:38,2026-06-22T06:29:38,2026-06-29T17:22:22,7.5,179.1,21,0,2,0,4879.22,delivered,none,0,7.2,1,0,4.1,2,1,val
CB-18276,CUST-07091-2,TXN-28276,ORD-38276,defective_item,1,product_not_as_described,Item arrived damaged / not as described.,3222.86,INR,wallet,captured,home,1,Mumbai,Mumbai,2026-03-08T16:26:50,2026-03-11T08:14:41,2026-03-14T01:02:41,2026-03-24T14:43:00,10.6,645.3,39,0,0,0,2541.79,delivered,none,1,2.7,1,1,52.5,1,1,train
CB-18277,CUST-06696-3,TXN-28277,ORD-38277,defective_item,0,product_not_as_described,Item arrived damaged / not as described.,2634.6,INR,netbanking,captured,beauty,1,Jaipur,Jaipur,2026-05-03T00:01:06,2026-05-05T07:57:28,2026-05-06T22:21:28,2026-05-27T18:03:51,20.8,554.8,3,0,2,0,5848.94,delivered,otp,1,1.6,1,0,13.3,2,1,train
CB-18278,CUST-11885-4,TXN-28278,ORD-38278,defective_item,0,product_not_as_described,Product quality does not match what was advertised.,2072.55,INR,debit_card,captured,sports,1,Hyderabad,Hyderabad,2026-06-07T18:11:57,2026-06-09T03:09:16,2026-06-10T22:21:16,2026-06-24T03:46:43,13.2,1540.8,73,0,1,0,2686.21,delivered,photo,1,1.8,1,1,5.6,2,1,train
CB-18279,CUST-11757-5,TXN-28279,ORD-38279,defective_item,0,product_not_as_described,Product quality does not match what was advertised.,2801.48,INR,debit_card,captured,beauty,1,Delhi,Delhi,2026-02-03T08:46:51,2026-02-03T22:46:42,2026-02-06T08:22:42,2026-02-12T04:55:20,5.9,1591.4,37,0,1,2,1909.64,delivered,signed,1,2.4,0,0,45.8,1,1,train
CB-18280,CUST-06855-6,TXN-28280,ORD-38280,friendly_fraud_pnr,1,product_not_received,Item was not delivered to me.,2326.63,INR,credit_card,captured,books,1,Ahmedabad,Ahmedabad,2026-01-13T12:56:41,2026-01-15T11:09:23,2026-01-17T20:45:23,2026-01-31T08:23:07,13.5,11.1,0,0,1,2,1246.01,delivered,otp,1,2.4,1,0,2.6,2,1,train
CB-18281,CUST-05656-0,TXN-28281,ORD-38281,friendly_fraud_pnr,1,product_not_received,Item was not delivered to me.,3402.0,INR,wallet,captured,books,1,Chennai,Hyderabad,2026-05-11T06:15:58,2026-05-13T03:11:18,2026-05-14T07:59:18,2026-06-08T10:07:34,25.1,124.3,2,1,6,0,3821.38,delivered,otp,1,1.2,1,1,3.8,2,0,test
CB-18282,CUST-02414-1,TXN-28282,ORD-38282,true_fraud_victim,0,unauthorized_transaction,Unauthorized payment on my account.,18280.19,INR,debit_card,captured,beauty,1,Hyderabad,Pune,2026-02-11T14:46:12,2026-02-12T22:33:41,2026-02-14T20:09:41,2026-03-11T21:08:30,25.0,533.6,20,0,2,0,1454.64,delivered,otp,1,1.9,0,2,51.8,4,0,train
CB-18283,CUST-02072-2,TXN-28283,ORD-38283,lost_package,0,product_not_received,Item was not delivered to me.,3481.37,INR,debit_card,captured,beauty,1,Kochi,Kochi,2026-03-21T19:37:21,2026-03-23T05:41:32,,2026-04-02T11:58:37,5.3,451.9,5,1,0,1,5173.25,in_transit,none,1,,0,0,53.1,1,1,train
CB-18284,CUST-02472-3,TXN-28284,ORD-38284,defective_item,0,product_not_as_described,The product I received is completely different from the listing.,1025.24,INR,upi,captured,beauty,2,Jaipur,Jaipur,2026-06-03T11:26:57,2026-06-04T10:04:20,2026-06-06T12:28:20,2026-06-14T23:12:25,8.4,518.3,22,1,1,1,1412.46,delivered,photo,1,2.1,1,0,4.4,2,1,train
CB-18285,CUST-00983-4,TXN-28285,ORD-38285,lost_package,0,product_not_received,I never received this package.,4056.38,INR,upi,captured,home,2,Hyderabad,Hyderabad,2026-04-23T15:36:50,2026-04-26T14:50:43,,2026-05-05T17:58:43,4.1,615.7,26,0,1,0,2288.3,returned_to_sender,none,1,,1,0,25.9,2,1,train
CB-18286,CUST-08293-5,TXN-28286,ORD-38286,lost_package,0,product_not_received,Item was not delivered to me.,6043.42,INR,debit_card,captured,electronics,1,Mumbai,Mumbai,2026-05-17T14:44:56,2026-05-19T08:40:00,,2026-05-25T23:24:27,1.6,995.0,18,0,1,0,2070.17,returned_to_sender,none,1,,1,0,18.3,2,1,val
CB-18287,CUST-04786-6,TXN-28287,ORD-38287,defective_item,0,product_not_as_described,Item arrived damaged / not as described.,3772.27,INR,debit_card,captured,fashion,1,Chennai,Kolkata,2026-03-17T18:18:34,2026-03-19T04:12:03,2026-03-29T13:48:03,2026-04-13T14:20:36,15.0,264.7,14,0,0,0,1621.35,delivered,otp,1,10.4,0,0,4.8,1,0,test
CB-18288,CUST-11109-0,TXN-28288,ORD-38288,friendly_fraud_pnr,1,product_not_as_described,Item arrived damaged / not as described.,6541.64,INR,upi,captured,beauty,1,Ahmedabad,Ahmedabad,2026-05-23T18:19:34,2026-05-24T12:37:18,2026-06-01T05:25:18,2026-06-14T06:03:35,13.0,199.3,23,0,4,2,2671.66,delivered,none,1,7.7,1,0,28.9,3,1,val
CB-18289,CUST-01002-1,TXN-28289,ORD-38289,lost_package,0,product_not_received,The order shows delivered but nothing arrived at my address.,960.24,INR,upi,captured,beauty,1,Hyderabad,Hyderabad,2026-04-17T22:53:16,2026-04-20T02:57:08,,2026-05-05T03:44:46,10.0,491.5,68,0,0,0,2989.3,in_transit,none,1,,1,0,67.2,2,1,train
CB-18290,CUST-04835-2,TXN-28290,ORD-38290,lost_package,0,product_not_received,I never received this package.,14556.14,INR,netbanking,captured,sports,1,Ahmedabad,Ahmedabad,2026-04-04T22:33:33,2026-04-07T19:39:41,,2026-04-15T01:35:35,2.2,674.3,46,0,1,1,1449.57,unknown,none,0,,1,0,12.0,4,1,val
CB-18291,CUST-01755-3,TXN-28291,ORD-38291,false_unauthorized,1,unauthorized_transaction,I did not make this transaction.,7435.01,INR,credit_card,captured,fashion,2,Kolkata,Kolkata,2026-01-20T10:34:21,2026-01-22T00:38:12,2026-01-24T07:50:12,2026-02-11T21:06:37,18.6,340.0,21,0,2,1,2098.39,delivered,none,0,2.3,1,0,3.7,1,1,val
CB-18292,CUST-06714-4,TXN-28292,ORD-38292,false_unauthorized,1,unauthorized_transaction,Unauthorized payment on my account.,3446.3,INR,credit_card,captured,sports,3,Pune,Ahmedabad,2026-03-28T07:58:33,2026-03-29T13:09:22,2026-03-30T17:57:22,2026-04-06T01:39:45,6.3,268.0,1,2,1,3,1797.64,delivered,photo,1,1.2,1,1,2.1,1,0,train
CB-18293,CUST-08476-5,TXN-28293,ORD-38293,true_fraud_victim,0,unauthorized_transaction,I did not make this transaction.,8358.16,INR,upi,captured,beauty,1,Hyderabad,Hyderabad,2026-04-17T11:58:33,2026-04-18T03:43:44,,2026-05-17T02:34:36,24.0,523.1,11,0,0,0,407.22,unknown,none,1,,0,2,1134.3,4,1,test
CB-18294,CUST-11553-6,TXN-28294,ORD-38294,defective_item,0,product_not_as_described,The product I received is completely different from the listing.,16777.69,INR,credit_card,captured,electronics,1,Bangalore,Bangalore,2026-04-27T05:53:08,2026-04-28T09:57:10,2026-04-30T21:57:10,2026-05-03T05:03:29,2.3,511.7,43,0,1,1,445.23,delivered,photo,0,2.5,0,1,43.4,1,1,train
CB-18295,CUST-09530-0,TXN-28295,ORD-38295,defective_item,0,product_not_as_described,The product I received is completely different from the listing.,1708.3,INR,credit_card,captured,books,2,Kolkata,Kolkata,2026-01-13T07:13:15,2026-01-14T00:59:10,2026-01-16T12:59:10,2026-01-22T17:07:26,6.2,1177.6,17,0,2,0,2400.38,delivered,signed,1,2.5,0,0,112.6,2,1,train
CB-18296,CUST-10004-1,TXN-28296,ORD-38296,lost_package,0,product_not_received,Item was not delivered to me.,10677.43,INR,netbanking,captured,electronics,2,Kochi,Kochi,2026-02-18T02:44:01,2026-02-20T10:50:00,2026-02-22T03:38:00,2026-02-26T19:20:10,4.7,861.7,5,0,0,0,2897.57,delivered,none,1,1.7,1,1,7.4,3,1,train
CB-18297,CUST-06033-2,TXN-28297,ORD-38297,true_fraud_victim,0,unauthorized_transaction,I did not make this transaction.,4991.66,INR,credit_card,captured,toys,2,Pune,Mumbai,2026-02-20T07:45:03,2026-02-21T13:35:22,2026-02-23T06:23:22,2026-02-27T08:30:52,4.1,1362.8,30,0,2,0,394.26,delivered,none,1,1.7,0,1,615.4,5,0,train
CB-18298,CUST-09934-3,TXN-28298,ORD-38298,lost_package,0,product_not_received,The order shows delivered but nothing arrived at my address.,8323.32,INR,upi,captured,toys,1,Ahmedabad,Hyderabad,2026-03-25T09:15:03,2026-03-26T11:58:56,,2026-04-02T19:38:22,2.3,585.0,14,0,2,0,3100.04,failed,none,0,,1,0,28.4,2,0,test
CB-18299,CUST-08226-4,TXN-28299,ORD-38299,defective_item,0,product_not_as_described,Item arrived damaged / not as described.,418.96,INR,credit_card,captured,electronics,3,Jaipur,Jaipur,2026-02-18T12:45:23,2026-02-19T17:05:25,2026-02-27T09:53:25,2026-03-11T00:56:11,11.6,350.6,18,0,1,0,1798.4,delivered,signed,1,7.7,1,1,11.8,1,1,train
CB-18300,CUST-01323-5,TXN-28300,ORD-38300,false_unauthorized,1,unauthorized_transaction,Unauthorized payment on my account.,7058.22,INR,credit_card,captured,sports,3,Pune,Pune,2026-01-31T08:03:10,2026-02-01T20:43:34,2026-02-10T18:19:34,2026-03-05T02:44:46,22.4,131.3,6,1,1,0,954.43,delivered,none,1,8.9,1,0,14.5,2,1,train
CB-18301,CUST-04631-6,TXN-28301,ORD-38301,true_fraud_victim,0,unauthorized_transaction,I did not make this transaction.,12938.84,INR,wallet,captured,toys,2,Bangalore,Bangalore,2026-02-14T11:14:53,2026-02-14T22:29:07,2026-02-16T17:41:07,2026-02-20T11:10:58,3.7,731.6,53,0,0,0,364.22,delivered,none,1,1.8,0,2,444.7,2,1,train
CB-18302,CUST-01537-0,TXN-28302,ORD-38302,true_fraud_victim,0,unauthorized_transaction,"This charge is not mine, my card was used without permission.",6521.71,INR,debit_card,captured,sports,1,Kolkata,Kochi,2026-03-12T12:35:56,2026-03-14T13:19:51,2026-03-18T20:31:51,2026-03-23T14:11:15,4.7,890.6,95,0,2,1,3272.01,delivered,signed,1,4.3,0,1,620.4,6,0,val
CB-18303,CUST-01864-1,TXN-28303,ORD-38303,lost_package,0,product_not_received,Item was not delivered to me.,1844.7,INR,netbanking,captured,home,2,Jaipur,Jaipur,2026-05-01T15:49:24,2026-05-02T19:50:37,,2026-05-10T00:58:14,2.2,734.7,103,0,0,0,4024.6,failed,none,1,,1,1,94.2,2,1,train
CB-18304,CUST-03888-2,TXN-28304,ORD-38304,friendly_fraud_pnr,1,product_not_received,I never received this package.,6731.78,INR,credit_card,captured,toys,1,Chennai,Chennai,2026-05-26T23:30:38,2026-05-28T15:55:10,2026-06-02T20:43:10,2026-06-13T17:24:29,10.9,11.0,0,0,0,0,3660.25,delivered,otp,1,5.2,1,0,5.8,4,1,train
CB-18305,CUST-06985-3,TXN-28305,ORD-38305,true_fraud_victim,0,unauthorized_transaction,Unauthorized payment on my account.,2882.44,INR,upi,captured,home,1,Pune,Jaipur,2026-01-09T16:49:50,2026-01-11T01:26:02,2026-01-15T01:26:02,2026-01-25T19:21:05,10.7,154.4,4,0,2,0,22265.95,delivered,none,1,4.0,0,2,72.5,4,0,train
CB-18306,CUST-05465-4,TXN-28306,ORD-38306,defective_item,0,product_not_as_described,Product quality does not match what was advertised.,1344.37,INR,netbanking,captured,fashion,3,Kolkata,Kolkata,2026-06-06T00:30:22,2026-06-07T02:55:59,2026-06-08T17:19:59,2026-06-10T15:13:53,1.9,468.4,10,0,0,0,6208.42,delivered,photo,1,1.6,1,0,4.6,1,1,train
CB-18307,CUST-11448-5,TXN-28307,ORD-38307,false_unauthorized,1,unauthorized_transaction,I did not make this transaction.,1817.0,INR,credit_card,captured,electronics,2,Hyderabad,Hyderabad,2026-01-20T07:53:51,2026-01-20T20:18:18,2026-01-25T10:42:18,2026-02-26T13:25:00,32.1,254.8,5,2,1,0,3577.82,delivered,signed,1,4.6,1,0,13.7,2,1,test
CB-18308,CUST-02028-6,TXN-28308,ORD-38308,lost_package,0,product_not_received,Item was not delivered to me.,2394.57,INR,upi,captured,sports,2,Kolkata,Kolkata,2026-04-21T21:50:46,2026-04-23T13:30:29,,2026-04-30T04:02:32,1.6,380.2,101,1,0,0,3223.02,failed,none,0,,1,0,4.2,3,1,test
CB-18309,CUST-06832-0,TXN-28309,ORD-38309,friendly_fraud_pnr,1,product_not_received,The order shows delivered but nothing arrived at my address.,21223.59,INR,netbanking,captured,sports,2,Jaipur,Kochi,2026-02-03T13:14:04,2026-02-05T16:38:39,2026-02-13T09:26:39,2026-02-16T13:29:55,3.2,85.8,3,0,3,0,3095.37,delivered,signed,1,7.7,1,1,1.3,2,0,train
CB-18310,CUST-09348-1,TXN-28310,ORD-38310,defective_item,0,product_not_as_described,The product I received is completely different from the listing.,4233.68,INR,upi,captured,beauty,1,Bangalore,Bangalore,2026-05-24T17:16:55,2026-05-25T08:00:17,2026-05-26T10:24:17,2026-06-01T02:01:05,5.7,705.7,26,0,1,0,932.25,delivered,otp,1,1.1,1,0,10.8,2,1,train
CB-18311,CUST-01703-2,TXN-28311,ORD-38311,friendly_fraud_pnr,1,product_not_received,Item was not delivered to me.,6809.21,INR,debit_card,captured,electronics,3,Ahmedabad,Ahmedabad,2026-04-05T20:41:18,2026-04-07T19:05:50,2026-04-14T09:29:50,2026-04-20T00:44:18,5.6,56.7,2,0,3,0,3466.11,delivered,signed,1,6.6,1,0,2.5,6,1,train
CB-18312,CUST-02464-3,TXN-28312,ORD-38312,lost_package,0,product_not_received,The order shows delivered but nothing arrived at my address.,3706.16,INR,wallet,captured,home,1,Hyderabad,Hyderabad,2026-04-22T22:00:18,2026-04-24T06:22:17,2026-05-01T03:58:17,2026-05-07T08:41:01,6.2,726.0,26,0,0,1,1876.68,delivered,none,0,6.9,1,0,14.1,1,1,train
CB-18313,CUST-00881-4,TXN-28313,ORD-38313,defective_item,0,product_not_as_described,Item arrived damaged / not as described.,1494.7,INR,credit_card,captured,home,1,Delhi,Delhi,2026-03-14T20:50:29,2026-03-17T03:01:28,2026-03-21T12:37:28,2026-03-22T18:42:26,1.3,819.1,13,1,1,0,3274.3,delivered,none,1,4.4,0,0,5.6,1,1,train
CB-18314,CUST-08159-5,TXN-28314,ORD-38314,opportunist_abuse,1,product_not_as_described,Item arrived damaged / not as described.,8135.55,INR,netbanking,captured,toys,1,Chennai,Chennai,2026-05-14T19:11:24,2026-05-15T03:47:19,2026-05-19T10:59:19,2026-05-28T07:25:00,8.9,1050.9,94,0,2,1,1144.89,delivered,signed,1,4.3,1,0,66.3,1,1,train
CB-18315,CUST-06493-6,TXN-28315,ORD-38315,lost_package,0,product_not_received,Item was not delivered to me.,1784.22,INR,debit_card,captured,electronics,1,Delhi,Delhi,2026-06-06T06:34:13,2026-06-08T13:11:19,,2026-06-16T00:30:11,2.5,132.4,6,0,1,0,600.52,in_transit,none,1,,1,0,3.2,4,1,train
CB-18316,CUST-01704-0,TXN-28316,ORD-38316,opportunist_abuse,1,product_not_received,The order shows delivered but nothing arrived at my address.,9339.38,INR,netbanking,captured,fashion,3,Delhi,Delhi,2026-05-11T07:19:51,2026-05-13T02:39:52,,2026-05-28T23:49:44,10.9,783.3,89,0,0,0,1049.84,unknown,none,1,,1,1,1.3,2,1,train
CB-18317,CUST-10828-1,TXN-28317,ORD-38317,opportunist_abuse,1,product_not_received,Item was not delivered to me.,8377.76,INR,credit_card,captured,books,1,Pune,Pune,2026-05-10T03:18:17,2026-05-10T22:37:05,2026-05-11T22:37:05,2026-05-15T19:00:15,3.8,407.6,6,0,0,0,1539.04,delivered,signed,1,1.0,0,2,4.4,2,1,train
CB-18318,CUST-11768-2,TXN-28318,ORD-38318,defective_item,0,product_not_as_described,Product quality does not match what was advertised.,1342.22,INR,upi,captured,electronics,1,Kolkata,Kolkata,2026-06-16T10:00:50,2026-06-16T21:57:56,2026-06-21T00:21:56,2026-06-26T10:42:37,5.4,384.6,22,0,0,1,2732.14,delivered,otp,1,4.1,1,0,21.2,1,1,train
CB-18319,CUST-01484-3,TXN-28319,ORD-38319,lost_package,0,product_not_received,Item was not delivered to me.,4124.08,INR,credit_card,captured,books,1,Bangalore,Bangalore,2026-06-18T16:03:17,2026-06-19T02:02:55,,2026-06-25T06:01:10,1.2,165.0,12,0,1,0,812.31,failed,none,1,,1,0,31.8,1,1,train
CB-18320,CUST-06807-4,TXN-28320,ORD-38320,friendly_fraud_pnr,1,product_not_received,I never received this package.,1606.34,INR,wallet,captured,electronics,1,Pune,Pune,2026-01-09T00:01:01,2026-01-11T13:17:05,2026-01-16T01:17:05,2026-01-26T01:41:52,10.0,413.1,11,1,1,3,5354.62,delivered,otp,1,4.5,1,2,3.8,2,1,train
CB-18321,CUST-02787-5,TXN-28321,ORD-38321,opportunist_abuse,1,product_not_received,Item was not delivered to me.,3664.95,INR,netbanking,captured,home,2,Mumbai,Mumbai,2026-04-07T07:45:33,2026-04-08T17:41:49,2026-04-15T08:05:49,2026-05-17T22:08:26,32.6,428.1,36,0,0,0,781.1,delivered,photo,1,6.6,1,0,146.4,1,1,train
CB-18322,CUST-04734-6,TXN-28322,ORD-38322,lost_package,0,product_not_received,The order shows delivered but nothing arrived at my address.,780.29,INR,debit_card,captured,electronics,2,Mumbai,Mumbai,2026-05-01T21:48:16,2026-05-03T06:02:30,,2026-05-08T22:27:22,0.7,601.5,33,0,0,0,1406.04,failed,none,1,,1,0,8.9,1,1,train
CB-18323,CUST-05338-0,TXN-28323,ORD-38323,friendly_fraud_pnr,1,product_not_received,I never received this package.,4338.72,INR,credit_card,captured,home,2,Kochi,Bangalore,2026-01-06T08:24:31,2026-01-07T09:14:17,2026-01-10T09:14:17,2026-01-20T09:51:30,10.0,281.3,22,1,2,0,5380.08,delivered,otp,1,3.0,1,0,0.9,1,0,train
CB-18324,CUST-02527-1,TXN-28324,ORD-38324,true_fraud_victim,0,unauthorized_transaction,Unauthorized payment on my account.,4617.82,INR,wallet,captured,fashion,1,Hyderabad,Jaipur,2026-04-13T11:47:39,2026-04-14T15:22:31,,2026-05-01T18:00:26,12.1,692.0,11,0,2,0,2734.91,unknown,signed,1,,1,1,113.3,6,0,train
CB-18325,CUST-04447-2,TXN-28325,ORD-38325,defective_item,0,product_not_as_described,The product I received is completely different from the listing.,743.06,INR,upi,captured,fashion,1,Delhi,Delhi,2026-04-05T14:25:02,2026-04-07T01:57:53,2026-04-08T01:57:53,2026-04-24T20:27:18,16.8,1541.7,208,0,1,1,2565.29,delivered,signed,1,1.0,0,1,17.5,1,1,train
CB-18326,CUST-03508-3,TXN-28326,ORD-38326,lost_package,0,product_not_received,The order shows delivered but nothing arrived at my address.,844.76,INR,upi,captured,books,1,Chennai,Chennai,2026-05-14T14:49:28,2026-05-17T11:35:40,,2026-05-26T23:26:54,4.5,573.8,32,0,4,2,3090.23,in_transit,none,1,,1,0,11.1,1,1,train
CB-18327,CUST-01274-4,TXN-28327,ORD-38327,lost_package,0,product_not_received,I never received this package.,5378.58,INR,netbanking,captured,electronics,1,Mumbai,Mumbai,2026-04-15T16:36:54,2026-04-16T12:14:31,,2026-05-01T03:03:31,9.6,1026.2,43,1,1,0,992.09,in_transit,none,1,,1,2,33.2,1,1,test
CB-18328,CUST-02364-5,TXN-28328,ORD-38328,friendly_fraud_pnr,1,product_not_received,I never received this package.,1937.85,INR,upi,captured,fashion,1,Bangalore,Bangalore,2026-01-28T21:19:03,2026-01-29T22:36:51,2026-02-02T08:12:51,2026-02-23T21:49:50,21.6,166.6,3,1,2,1,1665.04,delivered,photo,1,3.4,1,0,1.0,2,1,val
CB-18329,CUST-03010-6,TXN-28329,ORD-38329,friendly_fraud_pnr,1,product_not_received,Item was not delivered to me.,2983.77,INR,debit_card,captured,sports,2,Delhi,Delhi,2026-06-14T00:50:42,2026-06-15T15:25:04,2026-06-20T10:37:04,2026-06-26T22:32:50,6.5,604.0,12,7,4,1,911.24,delivered,photo,1,4.8,1,0,8.1,2,1,val
CB-18330,CUST-08807-0,TXN-28330,ORD-38330,friendly_fraud_pnr,1,product_not_received,I never received this package.,1064.08,INR,debit_card,captured,beauty,1,Bangalore,Bangalore,2026-02-02T18:05:04,2026-02-03T15:41:37,2026-02-07T13:17:37,2026-02-18T14:29:52,11.1,262.3,14,1,1,0,850.2,delivered,none,1,3.9,1,0,11.6,2,1,train
CB-18331,CUST-01725-1,TXN-28331,ORD-38331,true_fraud_victim,0,unauthorized_transaction,"This charge is not mine, my card was used without permission.",19875.1,INR,debit_card,captured,beauty,1,Chennai,Kolkata,2026-05-15T23:02:01,2026-05-16T20:36:16,2026-05-21T15:48:16,2026-05-24T08:27:31,2.7,432.3,26,0,1,0,419.0,delivered,none,1,4.8,0,2,72.3,9,0,train
CB-18332,CUST-03051-2,TXN-28332,ORD-38332,defective_item,0,product_not_as_described,Item arrived damaged / not as described.,2915.42,INR,upi,captured,books,2,Mumbai,Mumbai,2026-06-03T22:37:02,2026-06-05T19:37:52,2026-06-06T19:37:52,2026-06-22T14:06:19,15.8,658.4,25,0,0,1,3055.54,delivered,signed,1,1.0,0,0,30.3,2,1,train
CB-18333,CUST-08617-3,TXN-28333,ORD-38333,defective_item,0,product_not_as_described,The product I received is completely different from the listing.,410.54,INR,credit_card,captured,electronics,1,Kolkata,Kolkata,2026-05-06T18:35:54,2026-05-08T13:43:48,2026-05-14T13:43:48,2026-05-24T13:23:54,10.0,627.4,29,0,0,0,4617.64,delivered,signed,1,6.0,1,0,206.5,1,1,train
CB-18334,CUST-04553-4,TXN-28334,ORD-38334,defective_item,0,product_not_as_described,Product quality does not match what was advertised.,1952.34,INR,credit_card,captured,books,1,Mumbai,Mumbai,2026-02-22T20:48:48,2026-02-25T13:56:51,2026-03-01T04:20:51,2026-03-07T18:35:37,6.6,670.3,83,0,0,1,3743.6,delivered,none,1,3.6,0,1,14.7,2,1,test
CB-18335,CUST-02810-5,TXN-28335,ORD-38335,true_fraud_victim,0,unauthorized_transaction,"This charge is not mine, my card was used without permission.",18347.21,INR,upi,captured,electronics,2,Bangalore,Bangalore,2026-06-20T10:02:20,2026-06-21T11:20:25,2026-06-23T08:56:25,2026-07-04T11:37:29,11.1,1022.1,31,0,0,0,4024.67,delivered,photo,0,1.9,0,1,96.3,3,1,train
CB-18336,CUST-06965-6,TXN-28336,ORD-38336,opportunist_abuse,1,product_not_received,The order shows delivered but nothing arrived at my address.,9246.55,INR,upi,captured,electronics,2,Jaipur,Jaipur,2026-02-16T09:37:59,2026-02-16T18:11:28,2026-02-18T08:35:28,2026-03-11T06:15:42,20.9,892.4,45,0,0,0,715.9,delivered,otp,1,1.6,0,0,2.8,4,1,val
CB-18337,CUST-01173-0,TXN-28337,ORD-38337,defective_item,0,product_not_as_described,Product quality does not match what was advertised.,1028.28,INR,credit_card,captured,beauty,2,Jaipur,Mumbai,2026-05-15T16:35:22,2026-05-18T11:35:18,2026-05-21T13:59:18,2026-05-27T12:57:47,6.0,357.4,6,1,2,1,1490.61,delivered,otp,1,3.1,0,0,6.5,2,0,test
CB-18338,CUST-05717-1,TXN-28338,ORD-38338,opportunist_abuse,1,product_not_as_described,The product I received is completely different from the listing.,5185.47,INR,netbanking,captured,fashion,1,Hyderabad,Mumbai,2026-02-03T14:20:13,2026-02-06T03:00:45,2026-02-07T17:24:45,2026-02-20T09:22:38,12.7,655.1,7,1,1,0,3089.66,delivered,photo,1,1.6,1,0,15.8,2,0,test
CB-18339,CUST-07889-2,TXN-28339,ORD-38339,lost_package,0,product_not_received,Item was not delivered to me.,2450.75,INR,credit_card,captured,electronics,1,Bangalore,Bangalore,2026-06-21T04:18:52,2026-06-23T04:17:22,,2026-06-29T12:49:26,1.4,570.4,82,0,0,0,1890.76,failed,none,0,,1,0,12.3,1,1,val
CB-18340,CUST-08280-3,TXN-28340,ORD-38340,true_fraud_victim,0,unauthorized_transaction,"This charge is not mine, my card was used without permission.",4888.83,INR,debit_card,captured,sports,2,Bangalore,Pune,2026-02-26T13:25:14,2026-02-27T17:14:15,2026-03-01T22:02:15,2026-03-25T19:37:31,23.9,329.2,3,0,0,0,2339.58,delivered,photo,0,2.2,0,0,500.0,6,0,train
CB-18341,CUST-00411-4,TXN-28341,ORD-38341,opportunist_abuse,1,product_not_received,Item was not delivered to me.,24644.59,INR,credit_card,captured,sports,1,Jaipur,Jaipur,2026-05-02T07:58:30,2026-05-03T03:39:09,2026-05-07T13:15:09,2026-05-18T23:01:03,11.4,839.3,8,0,1,0,1162.56,delivered,none,1,4.4,0,0,55.0,1,1,train
CB-18342,CUST-11455-5,TXN-28342,ORD-38342,defective_item,0,product_not_as_described,The product I received is completely different from the listing.,4322.25,INR,credit_card,captured,home,1,Hyderabad,Hyderabad,2026-01-09T11:55:17,2026-01-11T16:01:59,2026-01-20T06:25:59,2026-02-01T04:37:53,11.9,717.6,19,0,1,0,1450.73,delivered,otp,1,8.6,1,0,7.8,2,1,val
CB-18343,CUST-09427-6,TXN-28343,ORD-38343,friendly_fraud_pnr,1,product_not_received,The order shows delivered but nothing arrived at my address.,7664.2,INR,upi,captured,toys,1,Jaipur,Kolkata,2026-02-06T23:00:33,2026-02-07T07:37:43,2026-02-08T14:49:43,2026-02-17T15:46:09,9.0,138.5,17,0,2,1,1964.86,delivered,photo,1,1.3,1,1,48.1,3,0,val
CB-18344,CUST-05105-0,TXN-28344,ORD-38344,friendly_fraud_pnr,1,product_not_received,Item was not delivered to me.,5475.07,INR,upi,captured,sports,2,Kochi,Kochi,2026-01-07T21:24:24,2026-01-09T03:45:44,2026-01-15T18:09:44,2026-02-04T23:54:17,20.2,2.6,0,0,0,0,6792.83,delivered,photo,1,6.6,0,0,14.8,1,1,val
CB-18345,CUST-08372-1,TXN-28345,ORD-38345,opportunist_abuse,1,product_not_as_described,Item arrived damaged / not as described.,28413.04,INR,upi,captured,electronics,1,Kochi,Kochi,2026-05-14T05:21:12,2026-05-16T11:17:18,2026-05-17T20:53:18,2026-06-08T05:56:27,21.4,523.3,35,0,0,0,1107.63,delivered,otp,1,1.4,1,2,90.6,2,1,train
CB-18346,CUST-00870-2,TXN-28346,ORD-38346,friendly_fraud_pnr,1,product_not_received,I never received this package.,4671.32,INR,upi,captured,books,1,Bangalore,Bangalore,2026-05-15T16:03:56,2026-05-17T21:13:45,2026-05-21T16:25:45,2026-06-27T14:58:48,36.9,154.2,0,1,2,1,1401.8,delivered,photo,1,3.8,0,0,11.3,2,1,test
CB-18347,CUST-01969-3,TXN-28347,ORD-38347,lost_package,0,product_not_received,Item was not delivered to me.,5646.17,INR,debit_card,captured,toys,1,Ahmedabad,Ahmedabad,2026-03-12T12:27:06,2026-03-14T20:49:42,,2026-03-29T23:35:36,10.1,943.4,36,0,1,1,3239.92,failed,none,1,,1,0,8.5,2,1,train
